ID,sentence,verb1,verbType1,verb2,verbType2,verb3,verbType3,verb4,verbType4
11524,朝食をとる時間がほとんどない。,とる,dict,,,,,,
11526,私は健康のためたばこをやめた。,やめた,past,,,,,,
11529,我々は彼がやり手だと言う事を認める。,言う,dict,認める,dict,,,,
11530,彼の論文に決して満足できない。,できない,negative,,,,,,
11531,私はその事実を十分よく知っている。,知って,participle,いる,dict,,,,
11534,私は彼が嘘をついたことを残念に思う。,ついた,past,思う,dict,,,,
11536,僕はよくその本屋に行く。,行く,dict,,,,,,
11538,うまい考えがふと浮かんだ。,浮かんだ,past,,,,,,
11540,大学を卒業したあとはどうしたいのですか。,した,past,,,,,,
11543,彼は彼女の顔をじっと見た。,見た,past,,,,,,
11545,彼女は父の庭の仕事を手伝った。,手伝った,past,,,,,,
11546,すぐに巡査が呼びにやられた。,呼び,nominal,やられた,passive-past,,,,
11547,彼女は、美人というよりかわいい。,いう,dict,,,,,,
11548,他人を当てにし過ぎない。,し,nominal,,,,,,
11549,あなたの代わりに私が彼に会いに行きます。,会い,nominal,行きます,polite,,,,
11550,彼はその絵に目を向けた。,向けた,past,,,,,,
11552,私は彼らのどちらも知らない。,知らない,negative,,,,,,
11555,この靴はどんなに乱暴にはいても大丈夫です。,はいて,participle,,,,,,
11556,私たちはバスに間に合うように駅についた。,ついた,past,,,,,,
11557,彼はどこから見ても学者だ。,見て,participle,,,,,,
11560,赤ちゃんは寝ています。,寝て,participle,います,polite,,,,
11561,トムはテーブルの下に隠れた。,隠れた,past,,,,,,
11562,私はあなたを探していたんです。,探して,participle,,,,,,
11563,彼は古い靴をはいていた。,はいて,participle,いた,past,,,,
11564,今出かけるのには遅すぎる。,すぎる,dict,,,,,,
11566,今年の流行は去年とはまったく違う。,違う,dict,,,,,,
11567,夕方までには彼女は仕事を終えているでしょう。,終えて,participle,,,,,,
11568,来てくださればとてもうれしい。,来て,participle,,,,,,
11569,夏にはその川に泳ぎによく行ったものです。,泳ぎ,nominal,行った,past,,,,
11572,とても疲れていたので、私は早く寝た。,疲れて,participle,寝た,past,,,,
11573,彼はビデオを持っています。,持って,participle,います,polite,,,,
11575,彼は金輪際君を助けてくれないだろう。,助けて,participle,,,,,,
11577,夏になると、むし暑くなる。,なる,dict,,,,,,
11578,お願いを聞いていただけないか。,聞いて,participle,,,,,,
11580,明日７時に私を起こして下さい。,起こして,participle,,,,,,
11581,ジョンとメアリーはいつも手をつないで歩く。,つないで,participle,歩く,dict,,,,
11582,一週間たたないうちに彼に会うだろう。,たたない,negative,,,,,,
11583,私はよくピアノを知っている。,知って,participle,いる,dict,,,,
11584,彼を誉める者など誰もいない。,誉める,dict,いない,negative,,,,
11585,学生時代、ジョンはよく登山に行ったものだ。,行った,past,,,,,,
11587,父は毎朝散歩をする。,する,dict,,,,,,
11589,私のことを笑わないで下さい。,笑わないで,negative-participle,,,,,,
11590,私の姉はよくその赤ん坊の世話をします。,します,polite,,,,,,
11591,今夜七時に、電話するよ。,する,dict,,,,,,
11592,なんという偶然だろう。,いう,dict,,,,,,
11594,急いだあまり私はだれか人に突き当たった。,急いだ,past,,,,,,
11598,この本をいただいてもいいですか。,いただいて,participle,,,,,,
11599,踊ってもらえますか。,踊って,participle,もらえます,polite,,,,
11600,あの政治家が言うことはまるで真実ではない。,言う,dict,,,,,,
11601,私達と夕食を食べませんか。,食べません,negative-polite,,,,,,
11602,彼女はその習慣を死ぬまでやめなかった。,死ぬ,dict,やめなかった,negative-past,,,,
11603,その子供達は彼らだけで問題を解決した。,した,past,,,,,,
11604,クリスはとても大学に行きたがっている。,いる,dict,,,,,,
11606,彼女の視線を背中に感じた。,感じた,past,,,,,,
11607,百歳以上生きる人はほとんどいない。,生きる,dict,いない,negative,,,,
11609,わたしは泳ぎに行きたいわ。,泳ぎ,nominal,行きたい,wish,,,,
11611,メニューをいただけますか。,いただけます,polite,,,,,,
11613,彼女は多く見ても２０歳というところだ。,見て,participle,いう,dict,,,,
11615,彼はそのよい知らせを聞いて有頂天になった。,聞いて,participle,なった,past,,,,
11616,ジョンはその質問に答えようとしない。,答えよう,volitional,しない,negative,,,,
11617,２、３度行ったことがある。,行った,past,ある,dict,,,,
11618,彼女は夫が金持ちであることを自慢している。,ある,dict,して,participle,いる,dict,,
11620,彼女のほかはみなその問題に答えた。,答えた,past,,,,,,
11621,彼は自分のカメラで私の写真を撮ってくれた。,撮って,participle,くれた,past,,,,
11622,この車の維持は高くつく。,つく,dict,,,,,,
11623,あした晴れてくれるといいなあ。,晴れて,participle,,,,,,
11624,でも最後までいる必要はありませんよ。,いる,dict,,,,,,
11625,彼女は結婚して両親は幸せだ。,して,participle,,,,,,
11626,出来るだけ沢山の本を読むようにしなさい。,出来る,dict,,,,,,
11627,子供のころ彼女は上手に歌えた。,歌えた,past,,,,,,
11628,太陽はほとんど沈んでいた。,沈んで,participle,いた,past,,,,
11629,今すぐ事務所に行ってもいいでしょうか。,行って,participle,,,,,,
11630,彼は今東京に住んでいる。,住んで,participle,いる,dict,,,,
11631,私は京都か奈良に住みたい。,住みたい,wish,,,,,,
11632,あなたはタバコをすわない方がよい。,すわない,negative,,,,,,
11635,私はその光景を良く覚えている。,覚えて,participle,いる,dict,,,,
11636,息子はハンバーガーにあきています。,あきて,participle,います,polite,,,,
11638,その女性達はピアノでくつろいでいる。,いる,dict,,,,,,
11639,それをすぐに終えましょう。,終えましょう,volitional-polite,,,,,,
11640,車を貸してもらえますか。,貸して,participle,もらえます,polite,,,,
11641,あなたをケパと呼ぶことにします。,呼ぶ,dict,,,,,,
11642,彼女は頭のさえた人だ。,さえた,past,,,,,,
11643,１度に２つの事をしようと思うな。,しよう,volitional,思う,dict,,,,
11645,彼を愛しているふりはしない。,愛して,participle,いる,dict,しない,negative,,
11646,もうそろそろ列車のつく頃だ。,つく,dict,,,,,,
11647,しかし誰も私を助けてくれなかった。,助けて,participle,くれなかった,negative-past,,,,
11648,今日仕事が終わってから、いっぱいやりませんか。,終わって,participle,やりません,negative-polite,,,,
11650,彼は我々の期待にそわなかった。,そわなかった,negative-past,,,,,,
11652,私は彼が医者だと思いました。,思いました,past-polite,,,,,,
11655,彼はそれを真実だと認めた。,認めた,past,,,,,,
11656,風邪をひかないで。,ひかないで,negative-participle,,,,,,
11657,彼はイギリスに行こうと決心している。,行こう,volitional,して,participle,いる,dict,,
11660,君は僕によくもそんな口がきけたものだ。,きけた,past,,,,,,
11661,彼女は白いドレスを着ていた。,着て,participle,いた,past,,,,
11664,しばらくの間、まつのはかまわない。,かまわない,negative,,,,,,
11665,彼女はいつも部屋をきれいにしておく。,して,participle,おく,dict,,,,
11667,弟は英語が読めます。,読めます,polite,,,,,,
11669,僕は君と同じカメラを買った。,買った,past,,,,,,
11670,彼の妻がピアノで彼の伴奏をした。,した,past,,,,,,
11671,医者に診てもらう必要がありますね。,診て,participle,もらう,dict,,,,
11672,我々は彼の最初の小説を高く評価した。,した,past,,,,,,
11674,私たちは靴をはくのに慣れている。,慣れて,participle,いる,dict,,,,
11675,彼は我々と映画に行きたがっている。,いる,dict,,,,,,
11676,食事、どこに行きましょうかね？,行きましょう,volitional-polite,,,,,,
11677,明日までいてくださると嬉しいのですが。,いて,participle,,,,,,
11679,彼女は転向した。,した,past,,,,,,
11680,私は小説を読むのに熱中していた。,して,participle,いた,past,,,,
11681,終列車にちょうど間に合った。,間に合った,past,,,,,,
11682,その男と妻は飛び出して行った。,行った,past,,,,,,
11683,彼女はこの前の水曜日からずっと休んでいる。,休んで,participle,いる,dict,,,,
11684,彼の帰りは遅いと思う。,思う,dict,,,,,,
11685,私たちに本当のことを言ったほうかいいよ。,言った,past,,,,,,
11690,お父さんが帰るまでに宿題をすませなさい。,帰る,dict,,,,,,
11691,私は彼女の要求に屈服した。,した,past,,,,,,
11693,その事実を否定することはできない。,する,dict,できない,negative,,,,
11694,彼はいつも彼女の言葉で気分を害する。,害する,dict,,,,,,
11695,明日雨が降るかどうかわからない。,降る,dict,わからない,negative,,,,
